concept_name,concept_code,source_concept_id,source_vocabulary_id,source_domain_id,source_concept_class_id,target_concept_id,relationship_id,reverese_relationship_id,concept_name_con,domain_id,vocab_id,concept_class_id,standard
"CARDIAC DEFIBRILLATOR IMPLANT WITH CARDIAC CATHETERIZATION WITHOUT ACUTE MYOCARDIAL INFARCTION (AMI), HEART FAILURE OR SHOCK","CARDIAC DEFIBRILLATOR IMPLANT WITH CARDIAC CATHETERIZATION WITHOUT ACUTE MYOCARDIAL INFARCTION (AMI), HEART FAILURE OR SHOCK",2000020116,mimiciv_obs_drgcodes,Observation,MS-DRG,38001065,Maps to,Mapped from,,,,,
CARDIAC DEFIBRILLATOR IMPLANT WITHOUT CARDIAC CATHETERIZATION,CARDIAC DEFIBRILLATOR IMPLANT WITHOUT CARDIAC CATHETERIZATION,2000020117,mimiciv_obs_drgcodes,Observation,MS-DRG,38001067,Maps to,Mapped from,,,,,
CARDIAC DEFIBRILLATOR IMPLANT W/O CARDIAC CATH W MCC,CARDIAC DEFIBRILLATOR IMPLANT W/O CARDIAC CATH W MCC,2000020118,mimiciv_obs_drgcodes,Observation,MS-DRG,38001066,Maps to,Mapped from,,,,,
CARDIAC DEFIBRILLATOR IMPLANT W/O CARDIAC CATH W/O MCC,CARDIAC DEFIBRILLATOR IMPLANT W/O CARDIAC CATH W/O MCC,2000020119,mimiciv_obs_drgcodes,Observation,MS-DRG,38001067,Maps to,Mapped from,,,,,
Cardiac Pacemaker & Defibrillator Device Replacement,Cardiac Pacemaker & Defibrillator Device Replacement,2000020120,mimiciv_obs_drgcodes,Observation,MS-DRG,38001101,Maps to,Mapped from,,,,,
CARDIAC PACEMAKER DEVICE REPLACEMENT,CARDIAC PACEMAKER DEVICE REPLACEMENT,2000020121,mimiciv_obs_drgcodes,Observation,MS-DRG,38001101,Maps to,Mapped from,,,,,
CARDIAC PACEMAKER DEVICE REPLACEMENT W MCC,CARDIAC PACEMAKER DEVICE REPLACEMENT W MCC,2000020122,mimiciv_obs_drgcodes,Observation,MS-DRG,38001100,Maps to,Mapped from,,,,,
CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT,CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT,2000020123,mimiciv_obs_drgcodes,Observation,MS-DRG,38001104,Maps to,Mapped from,,,,,
CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT W CC,CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT W CC,2000020124,mimiciv_obs_drgcodes,Observation,MS-DRG,38001103,Maps to,Mapped from,,,,,
CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT W MCC,CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT W MCC,2000020125,mimiciv_obs_drgcodes,Observation,MS-DRG,38001102,Maps to,Mapped from,,,,,
CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT W/O CC/MCC,CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT W/O CC/MCC,2000020126,mimiciv_obs_drgcodes,Observation,MS-DRG,38001104,Maps to,Mapped from,,,,,
CARDIAC VALVE & OTHER MAJOR CARDIOTHORACIC PROCEDURES WITH CARDIAC CATHETER,CARDIAC VALVE & OTHER MAJOR CARDIOTHORACIC PROCEDURES WITH CARDIAC CATHETER,2000020127,mimiciv_obs_drgcodes,Observation,MS-DRG,38001058,Maps to,Mapped from,,,,,
CARDIAC VALVE & OTHER MAJOR CARDIOTHORACIC PROC WITHOUT CARDIAC CATHETER,CARDIAC VALVE & OTHER MAJOR CARDIOTHORACIC PROC WITHOUT CARDIAC CATHETER,2000020128,mimiciv_obs_drgcodes,Observation,MS-DRG,38001061,Maps to,Mapped from,,,,,
CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W CARD CATH W CC,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W CARD CATH W CC,2000020129,mimiciv_obs_drgcodes,Observation,MS-DRG,38001057,Maps to,Mapped from,,,,,
CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W CARD CATH W MCC,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W CARD CATH W MCC,2000020130,mimiciv_obs_drgcodes,Observation,MS-DRG,38001056,Maps to,Mapped from,,,,,
CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W CARD CATH W/O CC/MCC,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W CARD CATH W/O CC/MCC,2000020131,mimiciv_obs_drgcodes,Observation,MS-DRG,38001058,Maps to,Mapped from,,,,,
CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,2000020132,mimiciv_obs_drgcodes,Observation,MS-DRG,38001060,Maps to,Mapped from,,,,,
CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W MCC,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W MCC,2000020133,mimiciv_obs_drgcodes,Observation,MS-DRG,38001059,Maps to,Mapped from,,,,,
CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W/O CC/MCC,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W/O CC/MCC,2000020134,mimiciv_obs_drgcodes,Observation,MS-DRG,38001061,Maps to,Mapped from,,,,,
Cardiac Valve Procedures w/ Cardiac Catheterization,Cardiac Valve Procedures w/ Cardiac Catheterization,2000020135,mimiciv_obs_drgcodes,Observation,MS-DRG,38001058,Maps to,Mapped from,,,,,
Cardiac Valve Procedures w/o Cardiac Catheterization,Cardiac Valve Procedures w/o Cardiac Catheterization,2000020136,mimiciv_obs_drgcodes,Observation,MS-DRG,38001061,Maps to,Mapped from,,,,,
Cardiomyopathy,Cardiomyopathy,2000020137,mimiciv_obs_drgcodes,Observation,MS-DRG,321319,Maps to,Mapped from,Cardiomyopathy,Condition,SNOMED,Clinical Finding,S
CAROTID ARTERY STENT PROCEDURE,CAROTID ARTERY STENT PROCEDURE,2000020138,mimiciv_obs_drgcodes,Observation,MS-DRG,38000918,Maps to,Mapped from,,,,,
CAROTID ARTERY STENT PROCEDURE W CC,CAROTID ARTERY STENT PROCEDURE W CC,2000020139,mimiciv_obs_drgcodes,Observation,MS-DRG,38000917,Maps to,Mapped from,,,,,
CAROTID ARTERY STENT PROCEDURE W MCC,CAROTID ARTERY STENT PROCEDURE W MCC,2000020140,mimiciv_obs_drgcodes,Observation,MS-DRG,38000916,Maps to,Mapped from,,,,,
CAROTID ARTERY STENT PROCEDURE W/O CC/MCC,CAROTID ARTERY STENT PROCEDURE W/O CC/MCC,2000020141,mimiciv_obs_drgcodes,Observation,MS-DRG,38000918,Maps to,Mapped from,,,,,
CELLULITIS W MCC,CELLULITIS W MCC,2000020142,mimiciv_obs_drgcodes,Observation,MS-DRG,38001364,Maps to,Mapped from,,,,,
CELLULITIS W/O MCC,CELLULITIS W/O MCC,2000020143,mimiciv_obs_drgcodes,Observation,MS-DRG,38001365,Maps to,Mapped from,,,,,
CERVICAL SPINAL FUSION W CC,CERVICAL SPINAL FUSION W CC,2000020144,mimiciv_obs_drgcodes,Observation,MS-DRG,38001261,Maps to,Mapped from,,,,,
CERVICAL SPINAL FUSION WITH COMPLICATIONS AND COMORBIDITIES,CERVICAL SPINAL FUSION WITH COMPLICATIONS AND COMORBIDITIES,2000020145,mimiciv_obs_drgcodes,Observation,MS-DRG,38001260,Maps to,Mapped from,,,,,
CERVICAL SPINAL FUSION WITHOUT COMPLICATIONS AND COMORBIDITIES,CERVICAL SPINAL FUSION WITHOUT COMPLICATIONS AND COMORBIDITIES,2000020146,mimiciv_obs_drgcodes,Observation,MS-DRG,38001262,Maps to,Mapped from,,,,,
CERVICAL SPINAL FUSION W MCC,CERVICAL SPINAL FUSION W MCC,2000020147,mimiciv_obs_drgcodes,Observation,MS-DRG,38001260,Maps to,Mapped from,,,,,
CERVICAL SPINAL FUSION W/O CC/MCC,CERVICAL SPINAL FUSION W/O CC/MCC,2000020148,mimiciv_obs_drgcodes,Observation,MS-DRG,38001262,Maps to,Mapped from,,,,,
CESAREAN SECTION W CC/MCC,CESAREAN SECTION W CC/MCC,2000020149,mimiciv_obs_drgcodes,Observation,MS-DRG,38001485,Maps to,Mapped from,,,,,
Chemotherapy,Chemotherapy,2000020150,mimiciv_obs_drgcodes,Observation,MS-DRG,45879751,Maps to,Mapped from,Chemotherapy,Meas Value,LOINC,Answer,S
CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W CC,CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W CC,2000020151,mimiciv_obs_drgcodes,Observation,MS-DRG,38001546,Maps to,Mapped from,,,,,
OTHER,OTHER,2000001402,mimiciv_per_ethnicity,Race,Race,0,Maps to,Mapped from,No matching concept,Metadata,None,Undefined,
CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W MCC,CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W MCC,2000020152,mimiciv_obs_drgcodes,Observation,MS-DRG,38001545,Maps to,Mapped from,,,,,
CHEMO W ACUTE LEUKEMIA AS SDX OR W HIGH DOSE CHEMO AGENT W MCC,CHEMO W ACUTE LEUKEMIA AS SDX OR W HIGH DOSE CHEMO AGENT W MCC,2000020153,mimiciv_obs_drgcodes,Observation,MS-DRG,38001536,Maps to,Mapped from,,,,,
CHEMO W ACUTE LEUKEMIA AS SDX W CC OR HIGH DOSE CHEMO AGENT,CHEMO W ACUTE LEUKEMIA AS SDX W CC OR HIGH DOSE CHEMO AGENT,2000020154,mimiciv_obs_drgcodes,Observation,MS-DRG,38001537,Maps to,Mapped from,,,,,
Chest Pain,Chest Pain,2000020155,mimiciv_obs_drgcodes,Observation,MS-DRG,38001141,Maps to,Mapped from,,,,,
CHEST PAIN,CHEST PAIN,2000020156,mimiciv_obs_drgcodes,Observation,MS-DRG,38001141,Maps to,Mapped from,,,,,
"CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE WITHOUT COMMON DUCT EXPLORATION WITH COMPLICATIONS, COMORBIDITIES","CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE WITHOUT COMMON DUCT EXPLORATION WITH COMPLICATIONS, COMORBIDITIES",2000020157,mimiciv_obs_drgcodes,Observation,MS-DRG,38001215,Maps to,Mapped from,,,,,
"CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE WITHOUT COMMON DUCT EXPLORATION WITHOUT COMPLICATIONS, COMORBIDITIES","CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE WITHOUT COMMON DUCT EXPLORATION WITHOUT COMPLICATIONS, COMORBIDITIES",2000020158,mimiciv_obs_drgcodes,Observation,MS-DRG,38001217,Maps to,Mapped from,,,,,
CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E. W CC,CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E. W CC,2000020159,mimiciv_obs_drgcodes,Observation,MS-DRG,38001216,Maps to,Mapped from,,,,,
CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E. W MCC,CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E. W MCC,2000020160,mimiciv_obs_drgcodes,Observation,MS-DRG,38001215,Maps to,Mapped from,,,,,
CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E. W/O CC/MCC,CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E. W/O CC/MCC,2000020161,mimiciv_obs_drgcodes,Observation,MS-DRG,38001217,Maps to,Mapped from,,,,,
Cholecystectomy Except Laparoscopic,Cholecystectomy Except Laparoscopic,2000020162,mimiciv_obs_drgcodes,Observation,MS-DRG,38001217,Maps to,Mapped from,,,,,
CHOLECYSTECTOMY W C.D.E. W MCC,CHOLECYSTECTOMY W C.D.E. W MCC,2000020163,mimiciv_obs_drgcodes,Observation,MS-DRG,38001212,Maps to,Mapped from,,,,,
"CHOLECYSTECTOMY WITH COMMON DUCT EXPLORATION WITH COMPLICATIONS, COMORBIDITIES","CHOLECYSTECTOMY WITH COMMON DUCT EXPLORATION WITH COMPLICATIONS, COMORBIDITIES",2000020164,mimiciv_obs_drgcodes,Observation,MS-DRG,38001212,Maps to,Mapped from,,,,,
"CHOLECYSTECTOMY WITH COMMON DUCT EXPLORATION WITHOUT COMPLICATIONS, COMORBIDITIES","CHOLECYSTECTOMY WITH COMMON DUCT EXPLORATION WITHOUT COMPLICATIONS, COMORBIDITIES",2000020165,mimiciv_obs_drgcodes,Observation,MS-DRG,38001214,Maps to,Mapped from,,,,,
CHRONIC OBSTRUCTIVE PULMONARY DISEASE,CHRONIC OBSTRUCTIVE PULMONARY DISEASE,2000020166,mimiciv_obs_drgcodes,Observation,MS-DRG,38001038,Maps to,Mapped from,,,,,
CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,2000020167,mimiciv_obs_drgcodes,Observation,MS-DRG,38001037,Maps to,Mapped from,,,,,
CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,2000020168,mimiciv_obs_drgcodes,Observation,MS-DRG,38001036,Maps to,Mapped from,,,,,
CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,2000020169,mimiciv_obs_drgcodes,Observation,MS-DRG,38001038,Maps to,Mapped from,,,,,
"CIRCULATORY DISORDERS EXCEPT ACUTE MYOCARDIAL INFARCTION, WITH CARDIAC CATHETER & COMPLEX DIAGNOSES","CIRCULATORY DISORDERS EXCEPT ACUTE MYOCARDIAL INFARCTION, WITH CARDIAC CATHETER & COMPLEX DIAGNOSES",2000020170,mimiciv_obs_drgcodes,Observation,MS-DRG,38001114,Maps to,Mapped from,,,,,
"CIRCULATORY DISORDERS EXCEPT ACUTE MYOCARDIAL INFARCTION, WITH CARDIAC CATHETER WITHOUT COMPLEX DIAGNOSES","CIRCULATORY DISORDERS EXCEPT ACUTE MYOCARDIAL INFARCTION, WITH CARDIAC CATHETER WITHOUT COMPLEX DIAGNOSES",2000020171,mimiciv_obs_drgcodes,Observation,MS-DRG,38001115,Maps to,Mapped from,,,,,
"CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W MCC","CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W MCC",2000020172,mimiciv_obs_drgcodes,Observation,MS-DRG,38001114,Maps to,Mapped from,,,,,
"CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC","CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",2000020173,mimiciv_obs_drgcodes,Observation,MS-DRG,38001115,Maps to,Mapped from,,,,,
"CIRCULATORY DISORDERS WITH ACUTE MYOCARDIAL INFARCTION, EXPIRED","CIRCULATORY DISORDERS WITH ACUTE MYOCARDIAL INFARCTION, EXPIRED",2000020174,mimiciv_obs_drgcodes,Observation,MS-DRG,38001113,Maps to,Mapped from,,,,,
"CIRCULATORY DISORDERS WITH ACUTE MYOCARDIAL INFARCTION & MAJOR COMPLICATION, DISCHARGED ALIVE","CIRCULATORY DISORDERS WITH ACUTE MYOCARDIAL INFARCTION & MAJOR COMPLICATION, DISCHARGED ALIVE",2000020175,mimiciv_obs_drgcodes,Observation,MS-DRG,38001108,Maps to,Mapped from,,,,,
"CIRCULATORY DISORDERS WITH ACUTE MYOCARDIAL INFARCTION WITHOUT MAJOR COMPLICATION, DISCHARGED ALIVE","CIRCULATORY DISORDERS WITH ACUTE MYOCARDIAL INFARCTION WITHOUT MAJOR COMPLICATION, DISCHARGED ALIVE",2000020176,mimiciv_obs_drgcodes,Observation,MS-DRG,38001110,Maps to,Mapped from,,,,,
CIRRHOSIS & ALCOHOLIC HEPATITIS,CIRRHOSIS & ALCOHOLIC HEPATITIS,2000020177,mimiciv_obs_drgcodes,Observation,MS-DRG,38001229,Maps to,Mapped from,,,,,
CIRRHOSIS & ALCOHOLIC HEPATITIS W CC,CIRRHOSIS & ALCOHOLIC HEPATITIS W CC,2000020178,mimiciv_obs_drgcodes,Observation,MS-DRG,38001228,Maps to,Mapped from,,,,,
CIRRHOSIS & ALCOHOLIC HEPATITIS W MCC,CIRRHOSIS & ALCOHOLIC HEPATITIS W MCC,2000020179,mimiciv_obs_drgcodes,Observation,MS-DRG,38001227,Maps to,Mapped from,,,,,
COAGULATION DISORDERS,COAGULATION DISORDERS,2000020180,mimiciv_obs_drgcodes,Observation,MS-DRG,38001518,Maps to,Mapped from,,,,,
Coagulation & Platelet Disorders,Coagulation & Platelet Disorders,2000020181,mimiciv_obs_drgcodes,Observation,MS-DRG,38001518,Maps to,Mapped from,,,,,
COMBINED ANTERIOR/POSTERIOR SPINAL FUSION W CC,COMBINED ANTERIOR/POSTERIOR SPINAL FUSION W CC,2000020182,mimiciv_obs_drgcodes,Observation,MS-DRG,38001243,Maps to,Mapped from,,,,,
COMBINED ANTERIOR/POSTERIOR SPINAL FUSION W MCC,COMBINED ANTERIOR/POSTERIOR SPINAL FUSION W MCC,2000020183,mimiciv_obs_drgcodes,Observation,MS-DRG,38001242,Maps to,Mapped from,,,,,
COMBINED ANTERIOR/POSTERIOR SPINAL FUSION W/O CC/MCC,COMBINED ANTERIOR/POSTERIOR SPINAL FUSION W/O CC/MCC,2000020184,mimiciv_obs_drgcodes,Observation,MS-DRG,38001244,Maps to,Mapped from,,,,,
COMPLICATED PEPTIC ULCER,COMPLICATED PEPTIC ULCER,2000020185,mimiciv_obs_drgcodes,Observation,MS-DRG,38001192,Maps to,Mapped from,,,,,
COMPLICATED PEPTIC ULCER W CC,COMPLICATED PEPTIC ULCER W CC,2000020186,mimiciv_obs_drgcodes,Observation,MS-DRG,38001191,Maps to,Mapped from,,,,,
COMPLICATED PEPTIC ULCER W MCC,COMPLICATED PEPTIC ULCER W MCC,2000020187,mimiciv_obs_drgcodes,Observation,MS-DRG,38001190,Maps to,Mapped from,,,,,
COMPLICATED PEPTIC ULCER W/O CC/MCC,COMPLICATED PEPTIC ULCER W/O CC/MCC,2000020188,mimiciv_obs_drgcodes,Observation,MS-DRG,38001192,Maps to,Mapped from,,,,,
COMPLICATIONS OF TREATMENT W CC,COMPLICATIONS OF TREATMENT W CC,2000020189,mimiciv_obs_drgcodes,Observation,MS-DRG,38001595,Maps to,Mapped from,,,,,
COMPLICATIONS OF TREATMENT W MCC,COMPLICATIONS OF TREATMENT W MCC,2000020190,mimiciv_obs_drgcodes,Observation,MS-DRG,38001594,Maps to,Mapped from,,,,,
COMPLICATIONS OF TREATMENT W/O CC/MCC,COMPLICATIONS OF TREATMENT W/O CC/MCC,2000020191,mimiciv_obs_drgcodes,Observation,MS-DRG,38001596,Maps to,Mapped from,,,,,
CONCUSSION AGE 0-17,CONCUSSION AGE 0-17,2000020192,mimiciv_obs_drgcodes,Observation,MS-DRG,38000963,Maps to,Mapped from,,,,,
"CONCUSSION AGE >17 WITH COMPLICATIONS, COMORBIDITIES","CONCUSSION AGE >17 WITH COMPLICATIONS, COMORBIDITIES",2000020193,mimiciv_obs_drgcodes,Observation,MS-DRG,38000961,Maps to,Mapped from,,,,,
"CONCUSSION AGE >17 WITHOUT COMPLICATIONS, COMORBIDITIES","CONCUSSION AGE >17 WITHOUT COMPLICATIONS, COMORBIDITIES",2000020194,mimiciv_obs_drgcodes,Observation,MS-DRG,38000962,Maps to,Mapped from,,,,,
"Concussion, Closed Skull FX Nos, Uncomplicated Intracranial Injury, Coma <1 Hr or No Com","Concussion, Closed Skull FX Nos, Uncomplicated Intracranial Injury, Coma <1 Hr or No Com",2000020195,mimiciv_obs_drgcodes,Observation,MS-DRG,38000963,Maps to,Mapped from,,,,,
CONCUSSION W CC,CONCUSSION W CC,2000020196,mimiciv_obs_drgcodes,Observation,MS-DRG,38000962,Maps to,Mapped from,,,,,
CONCUSSION W MCC,CONCUSSION W MCC,2000020197,mimiciv_obs_drgcodes,Observation,MS-DRG,38000961,Maps to,Mapped from,,,,,
CONCUSSION W/O CC/MCC,CONCUSSION W/O CC/MCC,2000020198,mimiciv_obs_drgcodes,Observation,MS-DRG,38000963,Maps to,Mapped from,,,,,
CONNECTIVE TISSUE DISORDERS W CC,CONNECTIVE TISSUE DISORDERS W CC,2000020199,mimiciv_obs_drgcodes,Observation,MS-DRG,38001320,Maps to,Mapped from,,,,,
CONNECTIVE TISSUE DISORDERS W MCC,CONNECTIVE TISSUE DISORDERS W MCC,2000020200,mimiciv_obs_drgcodes,Observation,MS-DRG,38001319,Maps to,Mapped from,,,,,
CONNECTIVE TISSUE DISORDERS W/O CC/MCC,CONNECTIVE TISSUE DISORDERS W/O CC/MCC,2000020201,mimiciv_obs_drgcodes,Observation,MS-DRG,38001321,Maps to,Mapped from,,,,,
CORONARY BYPASS W CARDIAC CATH W MCC,CORONARY BYPASS W CARDIAC CATH W MCC,2000020202,mimiciv_obs_drgcodes,Observation,MS-DRG,38001073,Maps to,Mapped from,,,,,
CORONARY BYPASS W CARDIAC CATH W/O MCC,CORONARY BYPASS W CARDIAC CATH W/O MCC,2000020203,mimiciv_obs_drgcodes,Observation,MS-DRG,38001074,Maps to,Mapped from,,,,,
CORONARY BYPASS WITH CARDIAC CATHETERIZATION WITH MCV DIAGNOSIS,CORONARY BYPASS WITH CARDIAC CATHETERIZATION WITH MCV DIAGNOSIS,2000020204,mimiciv_obs_drgcodes,Observation,MS-DRG,38001073,Maps to,Mapped from,,,,,
CORONARY BYPASS WITH CARDIAC CATHETERIZATION WITHOUT MCV DIAGNOSIS,CORONARY BYPASS WITH CARDIAC CATHETERIZATION WITHOUT MCV DIAGNOSIS,2000020205,mimiciv_obs_drgcodes,Observation,MS-DRG,38001074,Maps to,Mapped from,,,,,
CORONARY BYPASS WITHOUT CARDIAC CATHETERIZATION WITH MCV DIAGNOSIS,CORONARY BYPASS WITHOUT CARDIAC CATHETERIZATION WITH MCV DIAGNOSIS,2000020206,mimiciv_obs_drgcodes,Observation,MS-DRG,38001075,Maps to,Mapped from,,,,,
CORONARY BYPASS WITHOUT CARDIAC CATHETERIZATION WITHOUT MCV DIAGNOSIS,CORONARY BYPASS WITHOUT CARDIAC CATHETERIZATION WITHOUT MCV DIAGNOSIS,2000020207,mimiciv_obs_drgcodes,Observation,MS-DRG,38001076,Maps to,Mapped from,,,,,
CORONARY BYPASS WITH PTCA,CORONARY BYPASS WITH PTCA,2000020208,mimiciv_obs_drgcodes,Observation,MS-DRG,38001072,Maps to,Mapped from,,,,,
CORONARY BYPASS W/O CARDIAC CATH W MCC,CORONARY BYPASS W/O CARDIAC CATH W MCC,2000020209,mimiciv_obs_drgcodes,Observation,MS-DRG,38001075,Maps to,Mapped from,,,,,
CORONARY BYPASS W/O CARDIAC CATH W/O MCC,CORONARY BYPASS W/O CARDIAC CATH W/O MCC,2000020210,mimiciv_obs_drgcodes,Observation,MS-DRG,38001076,Maps to,Mapped from,,,,,
CORONARY BYPASS W PTCA W MCC,CORONARY BYPASS W PTCA W MCC,2000020211,mimiciv_obs_drgcodes,Observation,MS-DRG,38001071,Maps to,Mapped from,,,,,
CORONARY BYPASS W PTCA W/O MCC,CORONARY BYPASS W PTCA W/O MCC,2000020212,mimiciv_obs_drgcodes,Observation,MS-DRG,38001072,Maps to,Mapped from,,,,,
CRANIAL/FACIAL PROCEDURES W CC/MCC,CRANIAL/FACIAL PROCEDURES W CC/MCC,2000020213,mimiciv_obs_drgcodes,Observation,MS-DRG,38000989,Maps to,Mapped from,,,,,
CRANIAL/FACIAL PROCEDURES W/O CC/MCC,CRANIAL/FACIAL PROCEDURES W/O CC/MCC,2000020214,mimiciv_obs_drgcodes,Observation,MS-DRG,38000990,Maps to,Mapped from,,,,,
"CRANIAL & PERIPHERAL NERVE DISORDERS WITH COMPLICATIONS, COMORBIDITIES","CRANIAL & PERIPHERAL NERVE DISORDERS WITH COMPLICATIONS, COMORBIDITIES",2000020215,mimiciv_obs_drgcodes,Observation,MS-DRG,38000946,Maps to,Mapped from,,,,,
"CRANIAL & PERIPHERAL NERVE DISORDERS WITHOUT COMPLICATIONS, COMORBIDITIES","CRANIAL & PERIPHERAL NERVE DISORDERS WITHOUT COMPLICATIONS, COMORBIDITIES",2000020216,mimiciv_obs_drgcodes,Observation,MS-DRG,38000947,Maps to,Mapped from,,,,,
CRANIAL & PERIPHERAL NERVE DISORDERS W MCC,CRANIAL & PERIPHERAL NERVE DISORDERS W MCC,2000020217,mimiciv_obs_drgcodes,Observation,MS-DRG,38000946,Maps to,Mapped from,,,,,
CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,2000020218,mimiciv_obs_drgcodes,Observation,MS-DRG,38000947,Maps to,Mapped from,,,,,
CRANIOTOMY AGE >17 EXCEPT FOR TRAUMA,CRANIOTOMY AGE >17 EXCEPT FOR TRAUMA,2000020219,mimiciv_obs_drgcodes,Observation,MS-DRG,38000907,Maps to,Mapped from,,,,,
"CRANIOTOMY AGE >17 WITH COMPLICATIONS, COMORBIDITIES","CRANIOTOMY AGE >17 WITH COMPLICATIONS, COMORBIDITIES",2000020220,mimiciv_obs_drgcodes,Observation,MS-DRG,38000907,Maps to,Mapped from,,,,,
"CRANIOTOMY AGE >17 WITHOUT COMPLICATIONS, COMORBIDITIES","CRANIOTOMY AGE >17 WITHOUT COMPLICATIONS, COMORBIDITIES",2000020221,mimiciv_obs_drgcodes,Observation,MS-DRG,38000908,Maps to,Mapped from,,,,,
CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W CC,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W CC,2000020222,mimiciv_obs_drgcodes,Observation,MS-DRG,38000908,Maps to,Mapped from,,,,,
CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,2000020223,mimiciv_obs_drgcodes,Observation,MS-DRG,38000907,Maps to,Mapped from,,,,,
CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W/O CC/MCC,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W/O CC/MCC,2000020224,mimiciv_obs_drgcodes,Observation,MS-DRG,38000909,Maps to,Mapped from,,,,,
Craniotomy For Multiple Significant Trauma,Craniotomy For Multiple Significant Trauma,2000020225,mimiciv_obs_drgcodes,Observation,MS-DRG,38001615,Maps to,Mapped from,,,,,
CRANIOTOMY FOR MULTIPLE SIGNIFICANT TRAUMA,CRANIOTOMY FOR MULTIPLE SIGNIFICANT TRAUMA,2000020226,mimiciv_obs_drgcodes,Observation,MS-DRG,38001615,Maps to,Mapped from,,,,,
Craniotomy for Trauma,Craniotomy for Trauma,2000020227,mimiciv_obs_drgcodes,Observation,MS-DRG,38000908,Maps to,Mapped from,,,,,
CRANIOTOMY FOR TRAUMA AGE >17,CRANIOTOMY FOR TRAUMA AGE >17,2000020228,mimiciv_obs_drgcodes,Observation,MS-DRG,38000908,Maps to,Mapped from,,,,,
